,edit_history_tweet_ids,id,text,lang
49,['1651863508085030914'],1651863508085030914,pepsico pepsi would it not work with cocacola_gb ?,en
0,['1651862622587715584'],1651862622587715584,"john sculley became famous when he was pepsi and then sort of infamous when he was at apple. in the middle, he wrote odyssey, a memoir about his time at both. our review:  johnsculley1 apple stevejobs marketing pepsi advertising ceo cmo",en
2,['1651861611555213313'],1651861611555213313,"rt dp_karthik: .samanthaprabhu2 absolutely slays in the latest pepsi ad 😍👌🏻 smart, sexy &amp; totally owning it 🔥 ",en
8,['1651859490667413504'],1651859490667413504,stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi there’s a list of companies i won’t be spending my money. disgraceful.,en
9,['1651859405594587136'],1651859405594587136,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
12,['1651856281622265856'],1651856281622265856,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
13,['1651856235908542465'],1651856235908542465,pepsico pepsi the best,en
15,['1651855128499200000'],1651855128499200000,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
18,['1651854093625720833'],1651854093625720833,stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi postcodeloterij they help fund amnestyuk but advertise on this channel. it makes no sense and feels brand damaging to me.,en
20,['1651853969784750081'],1651853969784750081,julianfday purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs pepsi it's so odd that jet2 would want to be associated with a channel that pushes out messages like this!,en
23,['1651853521199722497'],1651853521199722497,xnotobeard purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs pepsi it seems to run directly counter toa lot of the work they support - but sadly postcodelottery have been one of the most prolific advertisers on gb news. is this really what postcodeloterij would like to be known for?,en
25,['1651853376139968512'],1651853376139968512,"rt pepsiindia: duniya kheechegi neeche, you just rise up baby! 🖤😎
 pepsi pepsiindia pepsiriseupbaby ",en
26,['1651852976959389697'],1651852976959389697,stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs pepsi thank you. deliberately didn't even look at jet2tweets for our holiday this year.,en
28,['1651852565649436672'],1651852565649436672,"rt dp_karthik: .samanthaprabhu2 absolutely slays in the latest pepsi ad 😍👌🏻 smart, sexy &amp; totally owning it 🔥 ",en
29,['1651852330998874112'],1651852330998874112,"pepsi let's keep it chill and secure!
",en
30,['1651852232101437440'],1651852232101437440,stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs pepsi what the ? postcodelottery surely this is a mistake. how are you supporting misinformation,en
32,['1651851563210530816'],1651851563210530816,"stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs pepsi shocking that these respectable firms are supporting racism, transphobia, covid misinformation, and many other regressive ideologies. i'll bear this in mind as a consumer!",en
33,['1651851545535987712'],1651851545535987712,"rt harshitha4444: her style &amp; swag tho 🔥🔥
samanthaprabhu2 💥 

samantharuthprabhu  ✨😎

pepsi pepsiindia 
pepsiriseupbaby 💥🔥 https://t.…",en
35,['1651850538105831426'],1651850538105831426,this month's gb news advertisers include purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs &amp; pepsi ,en
44,['1651846962017337346'],1651846962017337346,"rt dp_karthik: .samanthaprabhu2 absolutely slays in the latest pepsi ad 😍👌🏻 smart, sexy &amp; totally owning it 🔥 ",en
47,['1651845691629793281'],1651845691629793281,"rt dp_karthik: .samanthaprabhu2 absolutely slays in the latest pepsi ad 😍👌🏻 smart, sexy &amp; totally owning it 🔥 ",en
48,['1651844249925865479'],1651844249925865479,"rt harshitha4444: her style &amp; swag tho 🔥🔥
samanthaprabhu2 💥 

samantharuthprabhu  ✨😎

pepsi pepsiindia 
pepsiriseupbaby 💥🔥 https://t.…",en
